trade_date,displayed_theme_count,count_ge10,rank1_theme,rank1_limit_up_count,rank1_max_board_count,rank1_ladder_completeness,rank1_combined_score,rank2_theme,rank2_limit_up_count,rank2_max_board_count,rank2_ladder_completeness,rank2_combined_score,rank3_theme,rank3_limit_up_count,rank3_max_board_count,rank3_ladder_completeness,rank3_combined_score,rank4_theme,rank4_limit_up_count,rank4_max_board_count,rank4_ladder_completeness,rank4_combined_score,rank5_theme,rank5_limit_up_count,rank5_max_board_count,rank5_ladder_completeness,rank5_combined_score,prior_top1_fate,prior_top1_current_rank,current_top1_origin,top5_overlap_count,new_entry_count
2026-03-31,5,0,医药,5,4,0.75,0.85,轨道交通,5,2,1.0,0.7916666667,商业航天,5,4,0.5,0.6875,海峡两岸,3,3,1.0,0.6333333333,两轮车,4,2,1.0,0.6291666667,exit_top5,,prev_rank2_to_5,2,3
2026-04-01,5,1,医药,12,4,0.75,0.95625,算力,7,1,1.0,0.7,通信,4,1,1.0,0.64375,年报增长,3,2,1.0,0.6,医疗器械,2,3,0.666667,0.46875,rank1_hold,1,prev_rank1,1,4
2026-04-02,4,0,医药,7,5,0.8,0.9625,石油石化,5,1,1.0,0.6125,智能电网,3,6,0.4,0.5375,电力,2,3,0.666667,0.3875,,,,,,rank1_hold,1,prev_rank1,1,3
2026-04-03,4,1,通信,12,7,0.4,0.8375,算力,4,1,1.0,0.6375,医药,4,6,0.4,0.6125,机器人概念,3,1,1.0,0.4125,,,,,,remain_top5_lower,3,outside_prev_top5,1,3
2026-04-07,5,2,化工,31,2,1.0,0.9222222222,通信,12,8,0.6,0.8333333333,芯片,5,2,1.0,0.6777777778,医药,6,7,0.2,0.6444444444,体育产业,5,1,1.0,0.5166666667,remain_top5_lower,2,outside_prev_top5,2,3
2026-04-08,5,3,通信,21,4,0.75,0.8666666667,算力,21,3,0.666667,0.8633333333,AI应用,13,2,1.0,0.8566666667,芯片,5,2,1.0,0.7466666667,燃气轮机,7,1,1.0,0.6366666667,exit_top5,,prev_rank2_to_5,2,3
2026-04-09,5,0,通信,9,5,0.6,0.9333333333,芯片,7,3,0.666667,0.7833333333,消费电子,5,2,1.0,0.6833333333,算力,4,2,0.5,0.45,储能,3,1,1.0,0.325,rank1_hold,1,prev_rank1,3,2
2026-04-10,5,0,锂电池,9,2,1.0,0.875,算力,7,3,1.0,0.845,芯片,8,2,1.0,0.835,通信,4,2,1.0,0.695,燃气轮机,3,2,1.0,0.54,remain_top5_lower,4,outside_prev_top5,3,2
2026-04-13,5,1,通信,11,3,1.0,0.925,算力,9,3,1.0,0.875,并购重组,4,5,0.8,0.7,锂电池,6,1,1.0,0.5625,芯片,3,2,1.0,0.4875,remain_top5_lower,4,prev_rank2_to_5,4,1
2026-04-14,5,1,算力,11,4,0.75,0.82,通信,4,2,1.0,0.765,芯片,6,1,1.0,0.725,锂电池,4,2,1.0,0.705,一季报增长,3,2,1.0,0.575,remain_top5_lower,2,prev_rank2_to_5,4,1
2026-04-15,5,1,医药,12,2,1.0,0.885,算力,6,5,0.6,0.825,芯片,4,3,1.0,0.74,商业航天,4,3,0.666667,0.62,国有企业,3,2,1.0,0.51,remain_top5_lower,2,outside_prev_top5,2,3
2026-04-16,5,1,锂电池,9,2,1.0,0.8727272727,算力,20,6,0.6,0.8272727273,机器人概念,5,2,1.0,0.7454545455,一季报增长,5,4,0.75,0.7272727273,化工,5,1,1.0,0.6,exit_top5,,outside_prev_top5,1,4
2026-04-17,5,3,通信,15,3,1.0,0.8444444444,算力,10,7,0.8,0.8333333333,芯片,15,4,0.5,0.6888888889,一季报增长,3,5,0.6,0.5888888889,化工,3,2,1.0,0.5055555556,exit_top5,,outside_prev_top5,3,2
2026-04-20,5,1,通信,8,3,1.0,0.835,算力,8,3,1.0,0.82,商业航天,15,6,0.4,0.785,芯片,5,5,0.6,0.675,一季报增长,5,3,0.666667,0.615,rank1_hold,1,prev_rank1,4,1
2026-04-21,5,0,商业航天,9,3,1.0,0.96875,电力,5,2,1.0,0.76875,通信,4,2,1.0,0.7625,芯片,3,2,1.0,0.55625,AI应用,3,1,1.0,0.38125,remain_top5_lower,3,prev_rank2_to_5,3,2
2026-04-22,5,1,通信,10,3,1.0,0.9333333333,芯片,9,6,0.6,0.7888888889,算力,5,4,0.75,0.6666666667,一季报增长,5,1,1.0,0.5666666667,商业航天,3,4,0.5,0.5,remain_top5_lower,5,prev_rank2_to_5,3,2
2026-04-23,5,0,绿色电力,7,3,0.666667,0.775,一季报增长,8,1,1.0,0.75,商业航天,5,5,0.6,0.725,算力,5,2,1.0,0.675,芯片,5,1,1.0,0.4875,exit_top5,,outside_prev_top5,4,1
2026-04-24,5,1,锂电池,14,1,1.0,0.8166666667,一季报增长,9,2,1.0,0.8,芯片,5,2,1.0,0.65,华为昇腾,5,2,1.0,0.6,商业航天,3,2,1.0,0.3333333333,exit_top5,,outside_prev_top5,3,2
2026-04-27,5,1,一季报增长,16,1,1.0,0.84375,芯片,9,5,0.4,0.69375,算力,6,3,0.666667,0.69375,通信,5,2,1.0,0.575,机器人概念,6,1,1.0,0.55,exit_top5,,prev_rank2_to_5,2,3
2026-04-28,5,3,一季报增长,13,2,1.0,0.9083333333,芯片,12,6,0.6,0.8,算力,11,2,1.0,0.6666666667,医药,5,1,1.0,0.5,电力,2,4,0.5,0.3666666667,rank1_hold,1,prev_rank1,3,2
2026-04-29,5,2,一季报增长,37,3,1.0,0.9611111111,锂电池,17,3,1.0,0.8833333333,算力,7,2,1.0,0.6722222222,通信,7,2,1.0,0.6055555556,芯片,5,2,1.0,0.5555555556,rank1_hold,1,prev_rank1,3,2
2026-04-30,5,2,芯片,12,3,1.0,0.88,一季报增长,25,2,1.0,0.87,锂电池,6,3,1.0,0.75,机器人概念,7,2,1.0,0.67,体育产业,5,2,1.0,0.55,remain_top5_lower,2,prev_rank2_to_5,3,2
2026-05-06,5,2,芯片,20,4,1.0,0.95625,算力,19,3,1.0,0.7875,一季报增长,9,4,1.0,0.75625,通信,9,2,1.0,0.60625,锂电池,5,4,0.75,0.46875,rank1_hold,1,prev_rank1,3,2
2026-05-07,5,3,通信,21,3,1.0,0.9125,算力,21,3,1.0,0.9,机器人概念,10,2,1.0,0.7208333333,芯片,6,3,1.0,0.7083333333,新型工业化,5,5,0.6,0.675,remain_top5_lower,4,prev_rank2_to_5,3,2
2026-05-08,5,2,机器人概念,23,3,1.0,0.89,通信,16,3,1.0,0.86,算力,9,4,1.0,0.77,锂电池,6,5,0.4,0.56,商业航天,6,1,1.0,0.495,remain_top5_lower,2,prev_rank2_to_5,3,2
2026-05-11,5,2,通信,16,4,1.0,0.9363636364,芯片,18,2,1.0,0.8454545455,算力,8,5,0.6,0.6454545455,地产链,4,2,1.0,0.6272727273,病毒防治,4,2,1.0,0.5863636364,exit_top5,,prev_rank2_to_5,2,3
2026-05-12,5,1,芯片,11,6,0.6,0.79,电力,5,5,0.8,0.77,通信,7,4,0.75,0.76,算力,4,3,1.0,0.69,智能电网,7,1,1.0,0.61,remain_top5_lower,3,prev_rank2_to_5,3,2
2026-05-13,5,4,芯片,19,4,0.75,0.8863636364,电力,17,6,0.6,0.7954545455,智能电网,11,3,1.0,0.7272727273,通信,7,3,1.0,0.7090909091,算力,15,4,0.5,0.6090909091,rank1_hold,1,prev_rank1,5,0
2026-05-14,5,1,芯片,12,5,0.8,0.9333333333,通信,5,3,1.0,0.8611111111,算力,5,2,1.0,0.6777777778,光伏,5,1,1.0,0.6111111111,猪肉,4,2,1.0,0.5777777778,rank1_hold,1,prev_rank1,3,2
2026-05-15,5,2,机器人概念,14,2,1.0,0.9166666667,化工,11,1,1.0,0.7416666667,芯片,5,6,0.4,0.6416666667,体育产业,3,1,1.0,0.4583333333,文化传媒,3,1,1.0,0.4583333333,remain_top5_lower,3,outside_prev_top5,1,4
2026-05-18,5,1,芯片,18,4,0.75,0.9,通信,8,2,1.0,0.8454545455,机器人概念,7,3,1.0,0.8136363636,算力,7,2,1.0,0.7090909091,电力,5,4,0.5,0.5863636364,remain_top5_lower,3,prev_rank2_to_5,2,3
2026-05-19,5,3,芯片,11,5,0.6,0.79,算力,10,2,1.0,0.74,机器人概念,14,4,0.5,0.7,电力,9,2,1.0,0.69,元器件,8,2,1.0,0.63,rank1_hold,1,prev_rank1,4,1
2026-05-20,5,1,芯片,26,4,0.75,0.925,机器人概念,5,2,1.0,0.81875,股权转让,4,8,0.2,0.6375,算力,3,3,0.666667,0.525,通信,3,1,1.0,0.45625,rank1_hold,1,prev_rank1,3,2
2026-05-21,5,0,芯片,5,4,0.75,0.875,无人驾驶,4,1,1.0,0.65625,机器人概念,3,2,1.0,0.6375,ST摘帽,2,3,0.666667,0.49375,医药,3,1,1.0,0.48125,rank1_hold,1,prev_rank1,2,3
2026-05-22,5,3,通信,28,2,1.0,0.8958333333,芯片,14,4,1.0,0.875,元器件,14,3,1.0,0.85,机器人概念,6,2,1.0,0.575,算力,6,4,0.5,0.5583333333,remain_top5_lower,2,outside_prev_top5,2,3
2026-05-25,5,2,通信,13,2,1.0,0.8538461538,芯片,15,6,0.6,0.8076923077,元器件,7,3,1.0,0.7461538462,机器人概念,9,2,1.0,0.7307692308,电力,7,2,1.0,0.6807692308,rank1_hold,1,prev_rank1,4,1
2026-05-26,5,0,有色金属,7,3,0.666667,0.8357142857,芯片,5,2,1.0,0.7714285714,新材料概念,5,2,1.0,0.7071428571,通信,4,3,0.666667,0.5714285714,电力,4,2,1.0,0.55,remain_top5_lower,4,outside_prev_top5,3,2
2026-05-27,5,0,电力,7,3,1.0,0.9611111111,元器件,4,4,0.75,0.7722222222,智能电网,4,2,1.0,0.75,芯片,3,4,0.5,0.5388888889,通信,3,2,1.0,0.5333333333,exit_top5,,prev_rank2_to_5,3,2
2026-05-28,5,4,通信,17,4,1.0,0.9636363636,芯片,16,2,1.0,0.8090909091,元器件,14,5,0.8,0.8,算力,10,1,1.0,0.6045454545,电力,6,4,0.75,0.6045454545,remain_top5_lower,5,prev_rank2_to_5,4,1
2026-05-29,5,0,地产链,8,5,0.6,0.7416666667,电力,8,5,0.6,0.7333333333,零售,8,3,0.666667,0.6416666667,通信,5,3,1.0,0.5833333333,元器件,3,2,1.0,0.4583333333,remain_top5_lower,4,outside_prev_top5,3,2
2026-06-01,6,2,AI应用,21,3,1.0,0.9384615385,煤炭,9,2,1.0,0.7846153846,算力,9,2,1.0,0.75,AI PC,8,4,0.75,0.7269230769,电力,6,4,0.75,0.6769230769,exit_top5,,outside_prev_top5,1,4
2026-06-02,5,1,元器件,9,4,1.0,0.91,通信,12,2,1.0,0.88,芯片,9,1,1.0,0.69,机器人概念,6,2,1.0,0.62,AI应用,3,2,1.0,0.515,remain_top5_lower,5,outside_prev_top5,1,4
2026-06-03,5,1,机器人概念,13,2,1.0,0.925,通信,8,3,1.0,0.8625,芯片,9,1,1.0,0.7125,电力,5,1,1.0,0.53125,并购重组,3,3,0.666667,0.4875,exit_top5,,prev_rank2_to_5,3,2
2026-06-04,5,2,芯片,17,2,1.0,0.90625,元器件,11,6,0.6,0.81875,机器人概念,7,2,1.0,0.6875,通信,5,4,0.75,0.66875,电力,3,2,1.0,0.43125,remain_top5_lower,3,prev_rank2_to_5,4,1
2026-06-05,5,1,机器人概念,14,3,1.0,0.9454545455,通信,7,2,1.0,0.8727272727,玻璃,5,2,1.0,0.7954545455,物理AI,4,3,0.666667,0.6863636364,元器件,3,2,1.0,0.5409090909,exit_top5,,prev_rank2_to_5,3,2
2026-06-08,5,1,物理AI,10,4,0.75,0.88125,机器人概念,7,4,0.75,0.75,通信,3,2,1.0,0.65625,芯片,4,1,1.0,0.61875,并购重组,3,1,1.0,0.43125,remain_top5_lower,2,prev_rank2_to_5,3,2
2026-06-09,5,2,通信,30,3,1.0,0.9607142857,芯片,27,2,1.0,0.8535714286,元器件,7,2,1.0,0.7178571429,算力,9,1,1.0,0.7178571429,机器人概念,7,2,1.0,0.6714285714,exit_top5,,prev_rank2_to_5,3,2
2026-06-10,5,1,芯片,16,3,1.0,0.95,通信,8,3,1.0,0.8625,算力,7,2,1.0,0.7125,化工,6,2,1.0,0.55625,AI应用,4,4,0.5,0.48125,remain_top5_lower,2,prev_rank2_to_5,3,2
2026-06-11,5,1,芯片,23,4,1.0,0.97,化工,8,2,1.0,0.775,通信,7,4,0.75,0.76,有色金属,7,1,1.0,0.58,机器人概念,4,2,1.0,0.56,rank1_hold,1,prev_rank1,3,2
2026-06-12,5,1,有色金属,10,2,1.0,0.875,芯片,5,5,0.8,0.8464285714,通信,5,2,1.0,0.7107142857,化工,6,1,1.0,0.6892857143,商业航天,6,1,1.0,0.6464285714,remain_top5_lower,2,prev_rank2_to_5,4,1
2026-06-15,5,3,通信,39,3,1.0,0.9772727273,芯片,18,3,1.0,0.8909090909,元器件,14,2,1.0,0.7590909091,有色金属,7,3,0.666667,0.65,算力,8,1,1.0,0.5909090909,remain_top5_lower,4,prev_rank2_to_5,3,2
2026-06-16,5,2,通信,25,4,1.0,0.9653846154,芯片,16,4,1.0,0.9115384615,电阻电容,9,2,1.0,0.7538461538,智能电网,8,2,1.0,0.6961538462,算力,7,2,1.0,0.6846153846,rank1_hold,1,prev_rank1,3,2
2026-06-17,5,2,通信,20,5,1.0,0.9142857143,芯片,20,3,1.0,0.8642857143,算力,5,2,1.0,0.5857142857,电阻电容,4,3,1.0,0.5857142857,机器人概念,4,2,1.0,0.4857142857,rank1_hold,1,prev_rank1,4,1
2026-06-18,5,4,通信,11,3,1.0,0.89,非金属材料,11,5,0.8,0.8,芯片,10,3,1.0,0.71,有色金属,7,3,1.0,0.665,机器人概念,11,1,1.0,0.615,rank1_hold,1,prev_rank1,3,2
2026-06-22,5,3,有色金属,20,4,1.0,0.9617647059,非金属材料,8,6,0.8,0.8382352941,芯片,12,2,1.0,0.7794117647,化工,16,1,1.0,0.7352941176,智能电网,6,3,1.0,0.7088235294,exit_top5,,prev_rank2_to_5,3,2
2026-06-23,5,2,芯片,11,3,1.0,0.8933333333,医药,14,3,0.666667,0.8333333333,通信,6,4,0.75,0.7766666667,机器人概念,7,2,1.0,0.74,非金属材料,3,5,0.6,0.6233333333,exit_top5,,prev_rank2_to_5,2,3
2026-06-24,5,3,芯片,31,4,1.0,0.94,通信,16,4,1.0,0.9,算力,11,3,1.0,0.76,化工,6,2,1.0,0.6,医药,4,2,1.0,0.525,rank1_hold,1,prev_rank1,3,2
2026-06-25,5,3,芯片,18,5,0.8,0.89375,通信,17,5,0.8,0.8875,元器件,13,6,0.6,0.64375,并购重组,4,2,1.0,0.5125,算力,8,5,0.6,0.475,rank1_hold,1,prev_rank1,3,2
2026-06-26,5,1,芯片,19,6,0.4,0.7714285714,通信,6,6,0.4,0.6857142857,商业航天,6,1,1.0,0.6571428571,化工,4,2,1.0,0.5857142857,机器人概念,4,4,0.75,0.5714285714,rank1_hold,1,prev_rank1,2,3
2026-06-29,5,2,芯片,26,3,1.0,0.9555555556,医药,24,2,1.0,0.8111111111,零售,3,2,1.0,0.6333333333,可控核聚变,7,1,1.0,0.6222222222,化工,3,1,1.0,0.4333333333,rank1_hold,1,prev_rank1,2,3
2026-06-30,5,2,芯片,33,3,1.0,0.9636363636,机器人概念,27,2,1.0,0.7909090909,通信,9,3,1.0,0.7909090909,面板,8,2,1.0,0.6363636364,算力,9,6,0.4,0.6,rank1_hold,1,prev_rank1,1,4
2026-07-01,5,3,芯片,22,3,1.0,0.9526315789,机器人概念,21,2,1.0,0.8526315789,化工,10,2,1.0,0.7842105263,算力,6,2,1.0,0.7289473684,医药,9,3,0.666667,0.7105263158,rank1_hold,1,prev_rank1,3,2
2026-07-02,5,1,机器人概念,16,2,1.0,0.8928571429,ST摘帽,6,2,1.0,0.8214285714,医药,7,4,0.75,0.8142857143,化工,6,2,1.0,0.7321428571,芯片,4,3,1.0,0.7035714286,remain_top5_lower,5,prev_rank2_to_5,4,1
2026-07-03,5,1,机器人概念,43,3,1.0,0.9181818182,ST摘帽,6,3,1.0,0.8727272727,黄金,6,2,1.0,0.7818181818,中报增长,4,3,1.0,0.7090909091,基础建设,4,2,1.0,0.5772727273,rank1_hold,1,prev_rank1,2,3
2026-07-06,5,0,芯片,8,1,1.0,0.85,机器人概念,5,2,1.0,0.7772727273,通信,5,2,1.0,0.7454545455,液冷,6,1,1.0,0.6818181818,中报增长,4,4,0.5,0.6181818182,remain_top5_lower,2,outside_prev_top5,2,3
2026-07-07,4,0,芯片,5,2,1.0,0.8125,机器人概念,5,2,1.0,0.7875,物理AI,4,2,1.0,0.5375,中报增长,4,1,1.0,0.3625,,,,,,rank1_hold,1,prev_rank1,3,1
2026-07-08,5,1,算力,15,2,1.0,0.9166666667,中报增长,4,5,0.6,0.7916666667,并购重组,3,7,0.2,0.5083333333,机器人概念,3,2,1.0,0.5,AI应用,3,1,1.0,0.3916666667,exit_top5,,outside_prev_top5,2,3
2026-07-09,4,1,芯片,35,2,1.0,0.9,中报增长,9,3,1.0,0.8,通信,6,2,1.0,0.55,液冷,3,1,1.0,0.25,,,,,,exit_top5,,outside_prev_top5,1,3
2026-07-10,5,2,商业航天,24,2,1.0,0.8888888889,中报增长,12,2,1.0,0.8555555556,医药,9,2,1.0,0.7777777778,机器人概念,8,2,1.0,0.6277777778,AI应用,5,4,0.75,0.4944444444,exit_top5,,outside_prev_top5,1,4
2026-07-13,5,0,医药,7,3,1.0,0.95,中报增长,4,3,1.0,0.68,芯片,4,2,1.0,0.53,并购重组,3,9,0.4,0.42,商业航天,3,3,0.666667,0.42,remain_top5_lower,5,prev_rank2_to_5,3,2
2026-07-14,5,1,中报增长,25,2,1.0,0.9363636364,机器人概念,8,2,1.0,0.8727272727,医药,5,3,0.666667,0.7454545455,石油石化,5,1,1.0,0.6227272727,芯片,4,2,1.0,0.6,remain_top5_lower,3,prev_rank2_to_5,3,2
2026-07-15,4,2,中报增长,20,2,1.0,0.9625,医药,17,4,0.75,0.675,煤炭,2,2,1.0,0.4375,机器人概念,6,3,0.666667,0.425,,,,,,rank1_hold,1,prev_rank1,3,1
2026-07-16,5,0,端侧AI,7,2,1.0,0.82,医药,5,5,0.6,0.77,脑机接口,3,2,1.0,0.61,绿色电力,3,1,1.0,0.4,文化传媒,2,2,1.0,0.4,exit_top5,,outside_prev_top5,1,4
2026-07-17,5,0,电力,9,2,1.0,0.9642857143,人工智能,4,3,0.666667,0.7357142857,端侧AI,2,3,0.666667,0.5214285714,并购重组,2,3,0.666667,0.4571428571,医药,2,2,1.0,0.4285714286,remain_top5_lower,3,outside_prev_top5,2,3
2026-07-20,5,1,电力,17,3,1.0,0.9785714286,煤炭,6,1,1.0,0.7071428571,中报增长,3,3,0.666667,0.5785714286,石油石化,4,1,1.0,0.5571428571,算力,4,1,1.0,0.4928571429,rank1_hold,1,prev_rank1,1,4
2026-07-21,5,3,通信,17,2,1.0,0.8863636364,芯片,42,1,1.0,0.85,算力,10,2,1.0,0.8227272727,非金属材料,8,1,1.0,0.6590909091,人工智能,3,4,0.75,0.4909090909,exit_top5,,outside_prev_top5,1,4
2026-07-22,5,0,电力,8,5,1.0,0.9777777778,算力,4,3,1.0,0.7222222222,芯片,4,2,1.0,0.6611111111,医药,5,1,1.0,0.6055555556,黄金,4,2,1.0,0.5777777778,exit_top5,,outside_prev_top5,2,3
2026-07-23,5,1,智能电网,27,3,0.666667,0.8766666667,绿色电力,8,6,0.6,0.7366666667,锂电池,9,1,1.0,0.72,医药,5,2,1.0,0.67,化工,9,4,0.5,0.6666666667,exit_top5,,outside_prev_top5,1,4
2026-07-24,5,0,并购重组,7,4,1.0,0.9142857143,芯片,8,3,0.666667,0.7857142857,军工,5,2,1.0,0.6571428571,智能电网,5,4,0.5,0.6428571429,绿色电力,2,3,0.666667,0.35,remain_top5_lower,4,outside_prev_top5,2,3
2026-07-27,5,1,医药,8,3,1.0,0.8307692308,通信,13,1,1.0,0.7730769231,并购重组,6,5,0.8,0.7461538462,机器人概念,9,2,1.0,0.7,脑机接口,7,2,1.0,0.5961538462,remain_top5_lower,3,outside_prev_top5,1,4
2026-07-28,5,2,芯片,11,2,1.0,0.9055555556,AI应用,10,2,1.0,0.8111111111,脑机接口,6,3,1.0,0.7611111111,电力,3,3,1.0,0.6388888889,机器人概念,3,2,0.5,0.4722222222,exit_top5,,outside_prev_top5,2,3
2026-07-29,5,1,食品饮料,15,2,1.0,0.9107142857,AI应用,6,3,1.0,0.8071428571,机器人概念,6,3,0.666667,0.7821428571,锂电池,6,2,1.0,0.7571428571,地产链,5,3,0.666667,0.6357142857,exit_top5,,outside_prev_top5,2,3
2026-07-30,5,0,汽车零部件,8,4,0.5,0.8,AI应用,6,4,0.75,0.75625,智能电网,5,2,1.0,0.70625,食品饮料,3,3,1.0,0.6,实控人变更,4,2,1.0,0.58125,remain_top5_lower,4,outside_prev_top5,2,3
2026-07-31,5,3,AI应用,26,5,0.6,0.9181818182,算力,16,2,1.0,0.8636363636,机器人概念,14,1,1.0,0.6863636364,通信,7,1,1.0,0.6318181818,芯片,7,1,1.0,0.5636363636,exit_top5,,prev_rank2_to_5,1,4
2026-08-03,5,2,核电,11,3,0.666667,0.8541666667,机器人概念,11,2,1.0,0.8375,ST摘帽,3,3,1.0,0.6791666667,电力,4,2,1.0,0.675,AI应用,5,6,0.4,0.65,remain_top5_lower,5,outside_prev_top5,2,3
2026-08-04,5,5,算力,27,3,1.0,0.9321428571,通信,28,2,1.0,0.8821428571,芯片,17,2,1.0,0.7357142857,AI应用,13,7,0.6,0.7178571429,医药,10,2,1.0,0.7035714286,exit_top5,,outside_prev_top5,1,4
2026-08-05,5,3,通信,20,3,1.0,0.9625,芯片,18,2,1.0,0.8208333333,有色金属,14,2,1.0,0.8041666667,算力,7,3,1.0,0.7708333333,AI应用,7,8,0.4,0.5166666667,remain_top5_lower,4,prev_rank2_to_5,4,1
2026-08-06,5,1,通信,13,4,1.0,0.9625,芯片,9,3,1.0,0.8791666667,AI应用,7,3,1.0,0.8041666667,医药,6,3,0.666667,0.6875,煤炭,7,1,1.0,0.6208333333,rank1_hold,1,prev_rank1,3,2
2026-08-07,5,2,通信,22,5,1.0,0.9785714286,医药,20,4,0.75,0.7142857143,芯片,8,4,0.75,0.65,并购重组,5,2,1.0,0.6214285714,算力,4,2,1.0,0.4714285714,rank1_hold,1,prev_rank1,3,2
2026-08-10,5,1,医药,12,5,0.8,0.9235294118,基础建设,5,2,1.0,0.8088235294,智能电网,6,5,0.4,0.7588235294,电力,5,1,1.0,0.6882352941,芯片,4,2,1.0,0.6470588235,exit_top5,,prev_rank2_to_5,2,3
2026-08-11,5,0,医药,8,6,0.8,0.8875,机器人概念,8,3,0.666667,0.75,绿色电力,4,2,1.0,0.6625,芯片,4,4,0.75,0.6375,并购重组,3,2,1.0,0.525,rank1_hold,1,prev_rank1,2,3
2026-08-12,5,1,算力,9,2,1.0,0.8666666667,地产链,10,2,1.0,0.8625,医药,8,7,0.6,0.8416666667,机器人概念,7,4,0.75,0.7208333333,通信,7,7,0.4,0.65,remain_top5_lower,3,outside_prev_top5,2,3
2026-08-13,5,1,医药,13,4,1.0,0.9681818182,通信,4,2,1.0,0.7,地产链,3,3,1.0,0.6954545455,绿色电力,4,4,0.5,0.6363636364,机器人概念,3,5,0.6,0.6227272727,exit_top5,,prev_rank2_to_5,4,1
2026-08-14,5,0,医药,9,5,0.6,0.89375,通信,8,3,1.0,0.79375,芯片,9,3,0.666667,0.7875,算力,5,1,1.0,0.5125,中报增长,2,2,1.0,0.3875,rank1_hold,1,prev_rank1,2,3
2026-08-17,5,2,通信,20,4,1.0,0.9636363636,医药,6,5,0.8,0.7090909091,芯片,15,4,0.5,0.6727272727,农业,8,1,1.0,0.6409090909,机器人概念,7,2,1.0,0.6136363636,remain_top5_lower,2,prev_rank2_to_5,3,2
2026-08-18,5,1,农业,23,2,1.0,0.9090909091,芯片,8,2,1.0,0.8090909091,机器人概念,7,3,0.666667,0.6727272727,医药,5,6,0.4,0.6545454545,中报增长,7,1,1.0,0.6363636364,exit_top5,,prev_rank2_to_5,4,1
2026-08-19,5,0,地产链,6,2,1.0,0.86,农业,5,3,1.0,0.82,煤炭,5,1,1.0,0.57,医药,4,2,1.0,0.47,商业航天,3,1,1.0,0.28,remain_top5_lower,2,outside_prev_top5,2,3
2026-08-20,5,2,医药,18,5,0.6,0.8611111111,中报增长,4,2,1.0,0.7888888889,疫苗概念,18,1,1.0,0.7388888889,消费电子,3,3,0.666667,0.6111111111,并购重组,3,2,1.0,0.5944444444,exit_top5,,prev_rank2_to_5,1,4
2026-08-21,5,0,通信,7,4,0.75,0.9111111111,芯片,7,1,1.0,0.7055555556,医药,4,3,1.0,0.6333333333,算力,6,1,1.0,0.6222222222,黄金,4,2,1.0,0.5777777778,remain_top5_lower,3,outside_prev_top5,1,4
2026-08-24,5,0,储能,5,1,1.0,0.7571428571,医药,4,6,0.4,0.6714285714,并购重组,4,5,0.4,0.6428571429,锂电池,4,1,1.0,0.5785714286,黄金,3,3,0.666667,0.5142857143,exit_top5,,outside_prev_top5,2,3
2026-08-25,5,0,医药,8,5,0.6,0.8958333333,算力,6,2,1.0,0.8875,农业,5,2,1.0,0.7833333333,芯片,4,2,1.0,0.7125,实控人变更,3,2,1.0,0.6416666667,exit_top5,,prev_rank2_to_5,1,4
2026-08-26,5,0,黄金,5,5,0.6,0.8409090909,金融概念,4,4,0.75,0.7590909091,通信,4,2,1.0,0.7590909091,中报增长,5,1,1.0,0.7227272727,医药,3,2,1.0,0.6090909091,remain_top5_lower,5,outside_prev_top5,1,4
2026-08-27,5,2,通信,17,3,1.0,0.9625,农业,8,3,1.0,0.8708333333,芯片,10,1,1.0,0.7625,算力,6,3,0.666667,0.7,医药,4,7,0.6,0.6791666667,exit_top5,,prev_rank2_to_5,2,3
2026-08-28,5,1,农业,15,4,1.0,0.9636363636,中报增长,9,2,1.0,0.8,化工,8,2,1.0,0.7454545455,AI应用,9,3,0.666667,0.7272727273,算力,6,2,1.0,0.6136363636,exit_top5,,prev_rank2_to_5,2,3
2026-08-31,5,2,算力,14,4,1.0,0.8923076923,AI应用,16,2,1.0,0.8884615385,地产链,9,3,1.0,0.8115384615,通信,6,3,0.666667,0.6884615385,农业,5,5,0.6,0.6384615385,remain_top5_lower,5,prev_rank2_to_5,3,2
