ts_code,name,is_initial_leader1,is_realized_episode_leader,themes,episode_ids,list_date,first_return_date,last_return_date,observed_return_days,compounded_ytd_return,partial_year,list_date_missing,compounded_ytd_return_pct
600386.SH,北巴传媒,0,1,文化传媒,EP000499,2001-02-16,2026-01-05,2026-08-31,160,-0.2004555603,0,0,-20.04555603
600391.SH,航发科技,0,1,燃气轮机,EP000636,2001-12-12,2026-01-05,2026-08-31,160,-0.0700744144,0,0,-7.00744144
600392.SH,盛和资源,0,1,稀土永磁,EP000587,2003-05-29,2026-01-05,2026-08-31,160,0.0946326116,0,0,9.46326116
600395.SH,盘江股份,0,1,煤炭,EP000524,2001-05-31,2026-01-05,2026-08-31,160,0.2896823286,0,0,28.96823286
600396.SH,华电辽能,1,1,电力;绿色电力;风电,EP000346;EP000357;EP000460;EP000464,2001-03-28,2026-01-05,2026-08-31,160,3.8210519261,0,0,382.10519261
600397.SH,江钨装备,1,1,有色金属,EP000301;EP000335;EP000471;EP000564;EP000718,2002-07-02,2026-01-05,2026-08-31,160,1.5223776489,0,0,152.23776489
600400.SH,红豆股份,1,0,机器人概念,EP000477,2001-01-08,2026-01-05,2026-08-31,160,0.2268948968,0,0,22.68948968
600403.SH,大有能源,1,1,煤炭,EP000203;EP000538;EP000660;EP000670,2003-10-09,2026-01-05,2026-08-31,160,0.0959897043,0,0,9.59897043
600408.SH,安泰集团,1,1,煤炭,EP000025;EP000064;EP000116,2003-02-12,2026-01-05,2026-08-31,160,-0.2307699349,0,0,-23.07699349
600410.SH,华胜天成,1,1,华为概念;算力,EP000068;EP000651,2004-04-27,2026-01-05,2026-08-31,160,-0.2253994914,0,0,-22.53994914
600429.SH,三元股份,0,1,食品饮料,EP000044,2003-09-15,2026-01-05,2026-08-31,160,-0.0984550215,0,0,-9.84550215
600468.SH,百利电气,1,0,可控核聚变,EP000614,2001-06-15,2026-01-05,2026-08-31,160,-0.0950573710,0,0,-9.5057371
600475.SH,华光环能,0,1,光伏,EP000009,2003-07-21,2026-01-05,2026-08-31,160,-0.1642949265,0,0,-16.42949265
600482.SH,中国动力,0,1,燃气轮机,EP000336,2004-07-14,2026-01-05,2026-08-31,160,0.5989916816,0,0,59.89916816
600488.SH,津药药业,0,1,医药,EP000369;EP000489,2001-06-18,2026-01-05,2026-08-31,160,0.3115401787,0,0,31.15401787
600502.SH,安徽建工,0,1,基础建设,EP000392,2003-04-15,2026-01-05,2026-08-31,160,0.0068799753,0,0,0.68799753
600506.SH,统一股份,0,1,液冷,EP000028;EP000181,2001-12-26,2026-01-05,2026-08-31,160,-0.1973023481,0,0,-19.73023481
600510.SH,黑牡丹,0,1,地产链,EP000370,2002-06-18,2026-01-05,2026-08-31,160,-0.1574211017,0,0,-15.74211017
600516.SH,方大炭素,0,1,石墨化,EP000550,2002-08-30,2026-01-05,2026-08-31,160,-0.0706807469,0,0,-7.06807469
600520.SH,三佳科技,1,0,芯片,EP000222,2002-01-08,2026-01-05,2026-08-31,160,0.0642299130,0,0,6.4229913
600539.SH,狮头股份,0,1,地产链;并购重组,EP000382;EP000386,2001-08-24,2026-01-05,2026-08-31,160,0.4587506279,0,0,45.87506279
600545.SH,卓郎智能,1,1,人工智能,EP000324,2003-12-03,2026-01-05,2026-08-31,160,0.7031240755,0,0,70.31240755
600578.SH,京能电力,1,1,电力;绿色电力,EP000497;EP000500;EP000513,2002-05-10,2026-01-05,2026-08-31,160,0.1067594040,0,0,10.6759404
600589.SH,大位科技,1,0,算力,EP000288,2001-06-12,2026-01-05,2026-08-31,160,0.1396708997,0,0,13.96708997
600590.SH,泰豪科技,0,1,发电机,EP000334,2002-07-03,2026-01-05,2026-08-31,160,-0.0854958575,0,0,-8.54958575
600593.SH,大连圣亚,0,1,旅游,EP000231,2002-07-11,2026-01-05,2026-08-31,160,0.0140005634,0,0,1.40005634
600595.SH,中孚实业,0,1,金属铝,EP000659,2002-06-26,2026-01-05,2026-08-31,160,-0.1860925516,0,0,-18.60925516
600610.SH,中毅达,0,1,化工,EP000768,1992-08-05,2026-01-05,2026-08-31,160,-0.0302139760,0,0,-3.0213976
600613.SH,神奇制药,0,1,医药,EP000716,1992-08-20,2026-01-05,2026-08-31,160,0.8651984103,0,0,86.51984103
600617.SH,国新能源,1,0,天然气,EP000361,1992-10-13,2026-01-05,2026-08-31,160,0.0955386022,0,0,9.55386022
600645.SH,中源协和,0,1,医药,EP000085,1993-05-04,2026-01-05,2026-08-31,160,-0.2345281901,0,0,-23.45281901
600654.SH,中安科,0,1,网络安全,EP000789,1990-12-19,2026-01-05,2026-08-31,160,-0.1087460199,0,0,-10.87460199
600664.SH,哈药股份,1,1,医药,EP000435;EP000647,1993-06-29,2026-01-05,2026-08-31,160,1.6434722351,0,0,164.34722351
600666.SH,奥瑞德,1,1,算力,EP000329;EP000373;EP000400,1993-07-12,2026-01-05,2026-08-31,160,0.0714311068,0,0,7.14311068
600676.SH,交运股份,0,1,并购重组,EP000213,1993-09-28,2026-01-05,2026-08-31,160,0.1581618663,0,0,15.81618663
600683.SH,京投发展,1,1,北京市;地产链;并购重组,EP000265;EP000355;EP000448;EP000457;EP000476;EP000485,1993-10-25,2026-01-05,2026-08-31,160,1.5971944970,0,0,159.7194497
600684.SH,珠江股份,0,1,体育产业,EP000255,1993-10-28,2026-01-05,2026-08-31,160,-0.1513782824,0,0,-15.13782824
600686.SH,金龙汽车,0,1,汽车整车,EP000058,1993-11-08,2026-01-05,2026-08-31,160,-0.3576440207,0,0,-35.76440207
600693.SH,东百集团,1,1,零售,EP000043;EP000128;EP000706,1993-11-22,2026-01-05,2026-08-31,160,-0.4750445348,0,0,-47.50445348
600714.SH,金瑞矿业,0,1,化工,EP000469,1996-06-06,2026-01-05,2026-08-31,160,0.5114134960,0,0,51.1413496
600715.SH,文投控股,1,0,AI应用,EP000455,1996-07-01,2026-01-05,2026-08-31,160,-0.2293567781,0,0,-22.93567781
600722.SH,金牛化工,1,1,化工,EP000677;EP000731,1996-06-26,2026-01-05,2026-08-31,160,1.8282715256,0,0,182.82715256
600724.SH,宁波富达,0,1,地产链,EP000625,1996-07-16,2026-01-05,2026-08-31,160,-0.1038514134,0,0,-10.38514134
600726.SH,华电能源,1,1,电力,EP000468;EP000513,1996-07-01,2026-01-05,2026-08-31,160,1.3012452787,0,0,130.12452787
600734.SH,实达集团,1,0,算力,EP000082,1996-08-08,2026-01-05,2026-08-31,159,-0.6239115359,0,0,-62.39115359
600743.SH,华远控股,1,1,国有企业;地产链;并购重组,EP000418;EP000420;EP000427,1996-09-09,2026-01-05,2026-08-31,160,0.1700053232,0,0,17.00053232
600756.SH,浪潮软件,1,0,AI应用;人工智能,EP000065;EP000642,1996-09-23,2026-01-05,2026-08-31,160,-0.2084721214,0,0,-20.84721214
600759.SH,洲际油气,1,1,天然气;石油石化,EP000238;EP000243;EP000253;EP000281;EP000302;EP000318,1996-10-08,2026-01-05,2026-08-31,159,-0.1666698601,0,0,-16.66698601
600783.SH,鲁信创投,1,1,商业航天,EP000166;EP000470;EP000610;EP000761,1996-12-25,2026-01-05,2026-08-31,160,-0.3477058279,0,0,-34.77058279
600785.SH,新华百货,0,1,股权转让;零售,EP000221;EP000779,1997-01-08,2026-01-05,2026-08-31,160,0.1972348547,0,0,19.72348547
600793.SH,宜宾纸业,0,1,造纸,EP000639,1997-02-20,2026-01-05,2026-08-31,160,-0.2838842873,0,0,-28.38842873
600800.SH,渤海化学,1,0,化工,EP000368,1993-12-06,2026-01-05,2026-08-31,160,0.0115541023,0,0,1.15541023
600802.SH,福建水泥,1,0,海峡两岸,EP000106,1994-01-03,2026-01-05,2026-08-31,160,-0.2728645009,0,0,-27.28645009
600815.SH,厦工股份,1,0,基础建设,EP000377,1994-01-28,2026-01-05,2026-08-31,160,0.3188402162,0,0,31.88402162
600828.SH,茂业商业,1,1,零售,EP000095;EP000211;EP000263;EP000277,1994-02-24,2026-01-05,2026-08-31,160,-0.3202061788,0,0,-32.02061788
600844.SH,金煤科技,0,1,化工,EP000368,1994-03-11,2026-01-05,2026-08-31,160,0.3611114965,0,0,36.11114965
600851.SH,海欣股份,1,1,医药,EP000585,1994-04-04,2026-01-05,2026-08-31,160,0.2525591042,0,0,25.25591042
600857.SH,宁波中百,1,0,零售,EP000615,1994-04-25,2026-01-05,2026-08-31,160,0.4713433990,0,0,47.1343399
600865.SH,百大集团,0,1,零售,EP000128,1994-08-09,2026-01-05,2026-08-31,160,-0.4438983179,0,0,-44.38983179
600868.SH,梅雁吉祥,1,1,有色金属,EP000094;EP000120,1994-09-12,2026-01-05,2026-08-31,160,-0.1407163950,0,0,-14.0716395
600869.SH,远东股份,1,1,算力,EP000205;EP000267,1995-02-06,2026-01-05,2026-08-31,160,1.3712165988,0,0,137.12165988
600893.SH,航发动力,0,1,燃气轮机,EP000247,1996-04-08,2026-01-05,2026-08-31,160,-0.0325439191,0,0,-3.25439191
600936.SH,广西广电,0,1,机器人概念,EP000131,2016-08-15,2026-01-05,2026-08-31,160,0.2274868197,0,0,22.74868197
600939.SH,重庆建工,0,1,基础建设;重庆市,EP000032;EP000103,2017-02-21,2026-01-05,2026-08-31,160,-0.1703455902,0,0,-17.03455902
600961.SH,株冶集团,0,1,有色金属,EP000444,2004-08-30,2026-01-05,2026-08-31,160,0.6987655200,0,0,69.876552
600971.SH,恒源煤电,0,1,煤炭,EP000273,2004-08-17,2026-01-05,2026-08-31,160,0.5223040604,0,0,52.23040604
600979.SH,广安爱众,1,0,电力,EP000433,2004-09-06,2026-01-05,2026-08-31,160,-0.1025083084,0,0,-10.25083084
600981.SH,苏豪汇鸿,1,1,人工智能;跨境电商,EP000109;EP000110,2004-06-30,2026-01-05,2026-08-31,160,-0.2066502031,0,0,-20.66502031
600992.SH,贵绳股份,1,1,商业航天,EP000648,2004-05-14,2026-01-05,2026-08-31,160,-0.2601357565,0,0,-26.01357565
601011.SH,宝泰隆,1,1,煤炭,EP000763,2011-03-09,2026-01-05,2026-08-31,160,-0.0941210778,0,0,-9.41210778
601066.SH,中信建投,0,1,证券,EP000593,2018-06-20,2026-01-05,2026-08-31,160,-0.0314552897,0,0,-3.14552897
601101.SH,昊华能源,1,1,煤炭,EP000538;EP000727,2010-03-31,2026-01-05,2026-08-31,160,1.1400813381,0,0,114.00813381
601106.SH,中国一重,0,1,核电,EP000202;EP000239,2010-02-09,2026-01-05,2026-08-31,160,-0.2330848801,0,0,-23.30848801
601116.SH,三江购物,1,1,阿里巴巴概念;零售,EP000220;EP000760,2011-03-02,2026-01-05,2026-08-31,160,-0.2052269447,0,0,-20.52269447
601133.SH,柏诚股份,1,0,芯片,EP000412,2023-04-10,2026-01-05,2026-08-31,160,0.6667641796,0,0,66.67641796
601162.SH,天风证券,0,1,证券,EP000629,2018-10-19,2026-01-05,2026-08-31,160,-0.0745192284,0,0,-7.45192284
601179.SH,中国西电,1,1,智能电网,EP000579;EP000591,2010-01-28,2026-01-05,2026-08-31,160,0.3955009180,0,0,39.5500918
601208.SH,东材科技,1,0,通信,EP000080;EP000223,2011-05-20,2026-01-05,2026-08-31,160,0.9357850234,0,0,93.57850234
601212.SH,白银有色,0,1,黄金,EP000233;EP000305,2017-02-15,2026-01-05,2026-08-31,160,0.1743651069,0,0,17.43651069
601231.SH,环旭电子,1,0,通信,EP000147,2012-02-20,2026-01-05,2026-08-31,160,-0.0853958599,0,0,-8.53958599
601388.SH,怡球资源,0,1,年报增长,EP000252,2012-04-23,2026-01-05,2026-08-31,160,0.1693272651,0,0,16.93272651
601399.SH,国机重装,0,1,燃气轮机,EP000121,2020-06-08,2026-01-05,2026-08-31,160,-0.3326374935,0,0,-33.26374935
601566.SH,九牧王,0,1,服装家纺,EP000157,2011-05-30,2026-01-05,2026-08-31,160,-0.3190620666,0,0,-31.90620666
601606.SH,长城军工,1,1,军工,EP000682,2018-08-06,2026-01-05,2026-08-31,160,-0.3376982386,0,0,-33.76982386
601609.SH,金田股份,0,1,稀土永磁,EP000750,2020-04-22,2026-01-05,2026-08-31,160,0.2630636731,0,0,26.30636731
601611.SH,中国核建,0,1,核电,EP000350,2016-06-06,2026-01-05,2026-08-31,160,-0.1997160099,0,0,-19.97160099
601700.SH,风范股份,1,1,智能电网,EP000136;EP000733;EP000744;EP000753,2011-01-18,2026-01-05,2026-08-31,160,0.4169582664,0,0,41.69582664
601777.SH,千里科技,0,1,智能驾驶,EP000297,2010-11-25,2026-01-05,2026-08-31,160,-0.2182502287,0,0,-21.82502287
601778.SH,晶科科技,1,1,光伏;智能电网,EP000140;EP000436,2020-05-19,2026-01-05,2026-08-31,160,-0.0092148267,0,0,-0.92148267
601789.SH,宁波建工,0,1,算力,EP000329,2011-08-16,2026-01-05,2026-08-31,160,-0.1253115854,0,0,-12.53115854
601865.SH,福莱特,0,1,光伏,EP000714,2019-02-15,2026-01-05,2026-08-31,160,-0.3510751827,0,0,-35.10751827
601869.SH,长飞光纤,0,1,通信,EP000147;EP000375,2018-07-20,2026-01-05,2026-08-31,160,2.6001371087,0,0,260.01371087
601872.SH,招商轮船,1,1,航运,EP000304;EP000320,2006-12-01,2026-01-05,2026-08-31,160,1.1209059427,0,0,112.09059427
601886.SH,江河集团,1,1,地产链,EP000742,2011-08-18,2026-01-05,2026-08-31,160,0.7432385310,0,0,74.3238531
601929.SH,吉视传媒,0,1,文化传媒,EP000023,2012-02-23,2026-01-05,2026-08-31,160,-0.2529092261,0,0,-25.29092261
601958.SH,金钼股份,1,0,有色金属,EP000564,2008-04-17,2026-01-05,2026-08-31,160,0.4775385949,0,0,47.75385949
601965.SH,中国汽研,1,0,年报增长,EP000230,2012-06-11,2026-01-05,2026-08-31,160,-0.1193418301,0,0,-11.93418301
601991.SH,大唐发电,1,1,电力,EP000478;EP000500,2006-12-20,2026-01-05,2026-08-31,160,0.7021902021,0,0,70.21902021
603001.SH,奥康国际,0,1,服装家纺,EP000602,2012-04-26,2026-01-05,2026-08-31,155,0.0089411849,0,0,0.89411849
603007.SH,花王股份,0,1,物理AI,EP000600,2016-08-26,2026-01-05,2026-08-31,159,-0.1605923426,0,0,-16.05923426
603015.SH,弘讯科技,1,0,核电,EP000202,2015-03-03,2026-01-05,2026-08-31,160,-0.0963094937,0,0,-9.63094937
603020.SH,爱普股份,0,1,食品饮料,EP000559;EP000570,2015-03-25,2026-01-05,2026-08-31,160,0.0230329948,0,0,2.30329948
603032.SH,德新科技,0,1,锂电池,EP000532,2017-01-05,2026-01-05,2026-08-31,160,0.0507222703,0,0,5.07222703
603045.SH,福达合金,1,0,算力,EP000575,2018-05-17,2026-01-05,2026-08-31,160,1.9989917834,0,0,199.89917834
603052.SH,可川科技,0,1,通信,EP000031;EP000206;EP000447,2022-10-11,2026-01-05,2026-08-31,160,0.9052283048,0,0,90.52283048
603057.SH,紫燕食品,0,1,年报增长,EP000454,2022-09-26,2026-01-05,2026-08-31,160,-0.0142082448,0,0,-1.42082448
603063.SH,禾望电气,0,1,智能电网,EP000449,2017-07-28,2026-01-05,2026-08-31,160,-0.0257670599,0,0,-2.57670599
603067.SH,振华股份,1,1,化工,EP000026,2016-09-13,2026-01-05,2026-08-31,160,0.2407389111,0,0,24.07389111
603070.SH,万控智造,1,0,智能电网,EP000490,2022-03-10,2026-01-05,2026-08-31,160,-0.0833132894,0,0,-8.33132894
603078.SH,江化微,0,1,实控人变更,EP000229,2017-04-10,2026-01-05,2026-08-31,155,1.0277897592,0,0,102.77897592
603082.SH,北自科技,1,1,机器人概念,EP000477;EP000669,2024-01-30,2026-01-05,2026-08-31,160,0.2247353656,0,0,22.47353656
603090.SH,宏盛股份,0,1,算力,EP000127,2016-08-31,2026-01-05,2026-08-31,160,-0.2366921019,0,0,-23.66921019
603092.SH,德力佳,1,0,风电,EP000346,2025-11-07,2026-01-05,2026-08-31,160,-0.3009824942,0,0,-30.09824942
603095.SH,越剑智能,1,1,新型工业化,EP000467;EP000482,2020-04-15,2026-01-05,2026-08-31,160,-0.0807162173,0,0,-8.07162173
603103.SH,横店影视,1,1,AI应用;文化传媒,EP000275;EP000285;EP000290,2017-10-12,2026-01-05,2026-08-31,160,-0.0488519504,0,0,-4.88519504
603106.SH,恒银科技,0,1,金融概念,EP000728,2017-09-20,2026-01-05,2026-08-31,160,-0.2542672019,0,0,-25.42672019
603113.SH,金能科技,0,1,化工,EP000111,2017-05-11,2026-01-05,2026-08-31,160,0.0037274902,0,0,0.37274902
603115.SH,海星股份,1,1,元器件;电阻电容,EP000508;EP000582,2019-08-09,2026-01-05,2026-08-31,160,3.0793327727,0,0,307.93327727
603118.SH,共进股份,0,1,通信,EP000658,2015-02-25,2026-01-05,2026-08-31,160,0.6215642767,0,0,62.15642767
603122.SH,合富中国,1,1,医药;海峡两岸,EP000007;EP000021;EP000039;EP000063,2022-02-16,2026-01-05,2026-08-31,160,-0.5090166869,0,0,-50.90166869
603123.SH,翠微股份,1,1,数字货币;金融概念,EP000148;EP000726,2012-05-03,2026-01-05,2026-08-31,160,-0.4354569032,0,0,-43.54569032
603131.SH,上海沪工,1,1,商业航天,EP000036;EP000050,2016-06-07,2026-01-05,2026-08-31,160,-0.5110758144,0,0,-51.10758144
603135.SH,中重科技,0,1,机器人概念,EP000537,2023-04-10,2026-01-05,2026-08-31,160,0.0108595258,0,0,1.08595258
603137.SH,恒尚节能,1,1,并购重组,EP000607;EP000643;EP000652,2023-04-19,2026-01-05,2026-08-31,150,0.6339216901,0,0,63.39216901
603138.SH,海量数据,0,1,人工智能,EP000292,2017-03-06,2026-01-05,2026-08-31,160,-0.0801674864,0,0,-8.01674864
603155.SH,新亚强,0,1,实控人变更,EP000093,2020-09-01,2026-01-05,2026-08-31,160,0.2066630713,0,0,20.66630713
603158.SH,腾龙股份,0,1,算力,EP000400,2015-03-20,2026-01-05,2026-08-31,160,0.0826860554,0,0,8.26860554
603163.SH,圣晖集成,0,1,芯片,EP000162,2022-10-13,2026-01-05,2026-08-31,160,0.1788242547,0,0,17.88242547
603165.SH,荣晟环保,1,0,芯片,EP000374,2017-01-17,2026-01-05,2026-08-31,160,0.2572087914,0,0,25.72087914
603169.SH,兰石重装,1,1,钍基熔盐,EP000015,2014-10-09,2026-01-05,2026-08-31,160,-0.3930576786,0,0,-39.30576786
603178.SH,圣龙股份,0,1,汽车零部件,EP000456,2017-03-28,2026-01-05,2026-08-31,160,-0.0540534034,0,0,-5.40534034
603179.SH,新泉股份,1,0,机器人概念,EP000226,2017-03-17,2026-01-05,2026-08-31,160,-0.2469349955,0,0,-24.69349955
603185.SH,弘元绿能,1,0,光伏,EP000035,2018-12-28,2026-01-05,2026-08-31,160,-0.5048259092,0,0,-50.48259092
603186.SH,华正新材,1,0,通信,EP000520,2017-01-03,2026-01-05,2026-08-31,160,2.6839769551,0,0,268.39769551
603191.SH,望变电气,1,0,智能电网,EP000293,2022-04-28,2026-01-05,2026-08-31,160,0.0078565614,0,0,0.78565614
603200.SH,上海洗霸,1,0,锂电池,EP000774,2017-06-01,2026-01-05,2026-08-31,160,-0.4044328298,0,0,-40.44328298
603203.SH,快克智能,1,0,液冷,EP000164,2016-11-08,2026-01-05,2026-08-31,160,0.6205435162,0,0,62.05435162
603212.SH,赛伍技术,0,1,光伏,EP000623,2020-04-30,2026-01-05,2026-08-31,160,-0.1868435966,0,0,-18.68435966
603216.SH,梦天家居,1,1,地产链,EP000079;EP000097,2021-12-15,2026-01-05,2026-08-31,160,-0.5137237496,0,0,-51.37237496
603221.SH,爱丽家居,1,1,并购重组,EP000679;EP000704;EP000725;EP000758,2020-03-23,2026-01-05,2026-08-31,152,1.1221684553,0,0,112.21684553
603222.SH,济民健康,1,0,医药,EP000716,2015-02-17,2026-01-05,2026-08-31,160,-0.1237604003,0,0,-12.37604003
603232.SH,格尔软件,1,1,量子科技,EP000004,2017-04-21,2026-01-05,2026-08-31,160,-0.3307165234,0,0,-33.07165234
603248.SH,锡华科技,1,1,次新股,EP000356,2025-12-23,2026-01-05,2026-08-31,160,-0.1728921480,0,0,-17.2892148
603258.SH,电魂网络,0,1,游戏,EP000705,2016-10-26,2026-01-05,2026-08-31,160,-0.2820078133,0,0,-28.20078133
603268.SH,松发股份,0,1,ST摘帽,EP000452,2015-03-19,2026-01-05,2026-08-31,159,1.3294593258,0,0,132.94593258
603269.SH,海鸥股份,0,1,中报增长,EP000748,2017-05-17,2026-01-05,2026-08-31,160,1.6291639905,0,0,162.91639905
603277.SH,银都股份,0,1,零售,EP000745,2017-09-11,2026-01-05,2026-08-31,160,-0.2775355204,0,0,-27.75355204
603280.SH,南方路机,0,1,基础建设,EP000087,2022-11-08,2026-01-05,2026-08-31,160,-0.2727012278,0,0,-27.27012278
603308.SH,应流股份,0,1,燃气轮机,EP000294,2014-01-22,2026-01-05,2026-08-31,160,0.0637061201,0,0,6.37061201
603316.SH,诚邦股份,0,1,芯片,EP000328,2017-06-19,2026-01-05,2026-08-31,160,-0.0289650099,0,0,-2.89650099
603318.SH,水发燃气,1,1,天然气;燃气轮机,EP000317;EP000459,2015-04-24,2026-01-05,2026-08-31,160,0.5014895150,0,0,50.1489515
603330.SH,天洋新材,1,0,通信,EP000695,2017-02-13,2026-01-05,2026-08-31,160,0.4571825997,0,0,45.71825997
603335.SH,迪生力,1,0,并购重组,EP000607,2017-06-20,2026-01-05,2026-08-31,160,0.1989280740,0,0,19.8928074
603338.SH,浙江鼎力,1,1,基础建设,EP000631,2015-03-25,2026-01-05,2026-08-31,160,0.0434227814,0,0,4.34227814
603353.SH,和顺石油,0,1,并购重组,EP000104,2020-04-07,2026-01-05,2026-08-31,160,0.2415536361,0,0,24.15536361
603366.SH,日出东方,0,1,热泵,EP000351,2012-05-21,2026-01-05,2026-08-31,160,-0.1918320030,0,0,-19.1832003
603386.SH,骏亚科技,0,1,通信,EP000122,2017-09-12,2026-01-05,2026-08-31,160,-0.0534883668,0,0,-5.34883668
603399.SH,永杉锂业,1,1,锂电池;锂矿,EP000605;EP000687,2012-08-24,2026-01-05,2026-08-31,160,0.4619849704,0,0,46.19849704
603400.SH,华之杰,0,1,机器人概念,EP000669,2025-06-20,2026-01-05,2026-08-31,160,0.1542819899,0,0,15.42819899
603407.SH,长裕集团,0,1,非金属材料,EP000588,2026-05-11,2026-05-11,2026-08-31,80,3.1407058717,1,0,314.07058717
603435.SH,嘉德利,0,1,元器件,EP000672,2026-05-22,2026-05-22,2026-08-31,71,2.3090083586,1,0,230.90083586
603458.SH,勘设股份,0,1,无人驾驶,EP000189,2017-08-09,2026-01-05,2026-08-31,160,-0.0718573928,0,0,-7.18573928
603486.SH,科沃斯,1,0,机器人概念,EP000463,2018-05-28,2026-01-05,2026-08-31,160,-0.3353892728,0,0,-33.53892728
603499.SH,翔港科技,0,1,股权转让,EP000628,2017-10-16,2026-01-05,2026-08-31,160,-0.1082362988,0,0,-10.82362988
603530.SH,神马电力,1,1,智能电网,EP000309;EP000326,2019-08-05,2026-01-05,2026-08-31,160,0.1431254024,0,0,14.31254024
603538.SH,美诺华,1,0,医药,EP000369,2017-04-07,2026-01-05,2026-08-31,160,0.9323905589,0,0,93.23905589
603559.SH,中通国脉,1,0,ST摘帽,EP000621,2016-12-02,2026-01-05,2026-08-31,159,0.5078689208,0,0,50.78689208
603580.SH,艾艾精工,0,1,实控人变更,EP000654;EP000757,2017-05-25,2026-01-05,2026-08-31,154,4.2799949311,0,0,427.99949311
603585.SH,苏利股份,1,1,农业,EP000152,2016-12-14,2026-01-05,2026-08-31,160,-0.1856379757,0,0,-18.56379757
603598.SH,引力传媒,1,0,文化传媒,EP000499,2015-05-27,2026-01-05,2026-08-31,160,0.0553292507,0,0,5.53292507
603601.SH,再升科技,0,1,商业航天,EP000501,2015-01-22,2026-01-05,2026-08-31,160,-0.2641495383,0,0,-26.41495383
603616.SH,韩建河山,1,1,并购重组,EP000270;EP000552,2015-06-11,2026-01-05,2026-08-31,150,0.0963440141,0,0,9.63440141
603618.SH,杭电股份,1,1,通信,EP000260;EP000282,2015-02-17,2026-01-05,2026-08-31,160,3.3411663277,0,0,334.11663277
603619.SH,中曼石油,0,1,石油石化,EP000685,2017-11-17,2026-01-05,2026-08-31,160,0.0687233020,0,0,6.8723302
603626.SH,科森科技,0,1,机器人概念,EP000280;EP000463,2017-02-09,2026-01-05,2026-08-31,160,-0.0076385299,0,0,-0.76385299
603629.SH,利通电子,0,1,算力,EP000712,2018-12-24,2026-01-05,2026-08-31,160,5.4220771881,0,0,542.20771881
603661.SH,恒林股份,0,1,金刚石概念,EP000521,2017-11-21,2026-01-05,2026-08-31,160,-0.0087458684,0,0,-0.87458684
603678.SH,火炬电子,1,1,元器件,EP000573,2015-01-26,2026-01-05,2026-08-31,160,0.3323451792,0,0,33.23451792
603687.SH,大胜达,1,1,并购重组,EP000364,2019-07-26,2026-01-05,2026-08-31,160,0.6834198846,0,0,68.34198846
603696.SH,安记食品,0,1,食品饮料,EP000129,2015-12-09,2026-01-05,2026-08-31,160,-0.3078823219,0,0,-30.78823219
603698.SH,航天工程,1,0,化工;国有企业,EP000163;EP000438,2015-01-28,2026-01-05,2026-08-31,160,-0.4249114071,0,0,-42.49114071
603709.SH,中源家居,1,1,地产链;智能家居,EP000130;EP000135,2018-02-08,2026-01-05,2026-08-31,160,0.0079692289,0,0,0.79692289
603725.SH,天安新材,1,0,机器人概念,EP000537,2017-09-06,2026-01-05,2026-08-31,160,0.2130105262,0,0,21.30105262
603738.SH,泰晶科技,0,1,元器件,EP000299,2016-09-28,2026-01-05,2026-08-31,160,1.5090370306,0,0,150.90370306
603758.SH,秦安股份,1,1,机器人概念,EP000735;EP000769,2017-05-17,2026-01-05,2026-08-31,160,-0.3323746782,0,0,-33.23746782
603759.SH,海天股份,1,1,储能;环保,EP000020;EP000037,2021-03-26,2026-01-05,2026-08-31,160,-0.2713825803,0,0,-27.13825803
603773.SH,沃格光电,1,1,芯片,EP000412;EP000450,2018-04-17,2026-01-05,2026-08-31,160,1.6986960827,0,0,169.86960827
603777.SH,来伊份,0,1,股权转让,EP000423,2016-10-12,2026-01-05,2026-08-31,160,0.0080108264,0,0,0.80108264
603778.SH,国晟科技,1,1,储能;光伏;锂电池,EP000035;EP000088;EP000191;EP000343;EP000409,2015-12-31,2026-01-05,2026-08-31,157,-0.4431825155,0,0,-44.31825155
603779.SH,威龙股份,0,1,实控人变更,EP000492;EP000502,2016-05-16,2026-01-05,2026-08-31,155,0.2748425057,0,0,27.48425057
603801.SH,志邦家居,0,1,地产链,EP000762,2017-06-30,2026-01-05,2026-08-31,160,-0.2347444370,0,0,-23.4744437
603803.SH,瑞斯康达,1,0,通信,EP000091,2017-04-20,2026-01-05,2026-08-31,160,0.0369678085,0,0,3.69678085
603823.SH,百合花,1,1,化工,EP000010,2016-12-20,2026-01-05,2026-08-31,160,3.3678492895,0,0,336.78492895
603829.SH,洛凯股份,0,1,智能电网,EP000126,2017-10-17,2026-01-05,2026-08-31,160,-0.2728131276,0,0,-27.28131276
603861.SH,白云电器,1,0,智能电网,EP000262,2016-03-22,2026-01-05,2026-08-31,160,-0.0329233672,0,0,-3.29233672
603877.SH,太平鸟,0,1,服装家纺,EP000077,2017-01-09,2026-01-05,2026-08-31,160,-0.1057546265,0,0,-10.57546265
603887.SH,城地香江,1,0,算力,EP000259,2016-10-10,2026-01-05,2026-08-31,160,-0.2781074128,0,0,-27.81074128
603889.SH,新澳股份,0,1,年报增长,EP000428,2014-12-31,2026-01-05,2026-08-31,160,0.0230924525,0,0,2.30924525
603893.SH,瑞芯微,0,1,端侧AI,EP000793,2020-02-07,2026-01-05,2026-08-31,160,0.0996202873,0,0,9.96202873
603897.SH,长城科技,1,1,机器人概念;电气设备,EP000388;EP000445,2018-04-10,2026-01-05,2026-08-31,160,0.1764721779,0,0,17.64721779
