ts_code,name,is_initial_leader1,is_realized_episode_leader,themes,episode_ids,list_date,first_return_date,last_return_date,observed_return_days,compounded_ytd_return,partial_year,list_date_missing,compounded_ytd_return_pct
002666.SZ,德联集团,0,1,核电,EP000158,2012-03-27,2026-01-05,2026-08-31,160,-0.2232298708,0,0,-22.32298708
002667.SZ,威领股份,0,1,有色金属,EP000235,2012-03-29,2026-01-05,2026-08-31,159,0.4239930291,0,0,42.39930291
002678.SZ,珠江钢琴,1,1,体育产业,EP000261,2012-05-30,2026-01-05,2026-08-31,160,-0.0168858967,0,0,-1.68858967
002682.SZ,龙洲股份,0,1,海峡两岸,EP000114;EP000138,2012-06-12,2026-01-05,2026-08-31,160,-0.4142311403,0,0,-41.42311403
002691.SZ,冀凯股份,0,1,新型工业化,EP000052,2012-07-31,2026-01-05,2026-08-31,159,-0.4917160981,0,0,-49.17160981
002696.SZ,百洋股份,0,1,农业,EP000730,2012-09-05,2026-01-05,2026-08-31,160,-0.0551823465,0,0,-5.51823465
002702.SZ,海欣食品,1,1,食品饮料,EP000101,2012-10-11,2026-01-05,2026-08-31,160,-0.2780913946,0,0,-27.80913946
002703.SZ,浙江世宝,1,1,无人驾驶;智能驾驶,EP000156;EP000168;EP000512,2012-11-02,2026-01-05,2026-08-31,160,-0.1922313481,0,0,-19.22313481
002716.SZ,湖南白银,0,1,有色金属,EP000421,2014-01-28,2026-01-05,2026-08-31,160,0.5664529792,0,0,56.64529792
002718.SZ,友邦吊顶,1,0,实控人变更,EP000212,2014-01-28,2026-01-05,2026-08-31,155,1.4176451905,0,0,141.76451905
002725.SZ,跃岭股份,1,1,芯片,EP000133,2014-01-29,2026-01-05,2026-08-31,160,-0.3079838836,0,0,-30.79838836
002728.SZ,特一药业,0,1,医药,EP000278,2014-07-31,2026-01-05,2026-08-31,160,-0.1642851368,0,0,-16.42851368
002735.SZ,王子新材,1,0,核电,EP000158,2014-12-03,2026-01-05,2026-08-31,160,-0.3372143770,0,0,-33.7214377
002739.SZ,万达电影,1,1,文化传媒,EP000661,2015-01-22,2026-01-05,2026-08-31,160,-0.2420472143,0,0,-24.20472143
002743.SZ,富煌钢构,1,0,并购重组,EP000758,2015-02-17,2026-01-05,2026-08-31,160,-0.0533088064,0,0,-5.33088064
002748.SZ,世龙实业,0,1,锂电池,EP000737,2015-03-19,2026-01-05,2026-08-31,160,-0.0444567653,0,0,-4.44567653
002757.SZ,南兴股份,1,0,人工智能,EP000183,2015-05-27,2026-01-05,2026-08-31,160,-0.0955858266,0,0,-9.55858266
002759.SZ,天际股份,1,0,锂电池,EP000165,2015-05-28,2026-01-05,2026-08-31,159,-0.6284733950,0,0,-62.8473395
002760.SZ,凤形股份,0,1,发电机,EP000491,2015-06-11,2026-01-05,2026-08-31,160,-0.1202185517,0,0,-12.02185517
002762.SZ,金发拉比,0,1,服装家纺,EP000740,2015-06-10,2026-01-05,2026-08-31,159,0.3799166731,0,0,37.99166731
002766.SZ,索菱股份,1,1,无人驾驶;智能驾驶,EP000195;EP000512,2015-06-11,2026-01-05,2026-08-31,160,-0.2909081916,0,0,-29.09081916
002774.SZ,快意电梯,0,1,地产链;电梯概念,EP000193;EP000204;EP000208,2017-03-24,2026-01-05,2026-08-31,160,0.7781002892,0,0,77.81002892
002775.SZ,文科股份,0,1,绿色电力,EP000663,2015-06-29,2026-01-05,2026-08-31,160,-0.1495342312,0,0,-14.95342312
002782.SZ,可立克,0,1,智能电网,EP000503,2015-12-22,2026-01-05,2026-08-31,160,-0.1295069344,0,0,-12.95069344
002788.SZ,鹭燕医药,1,1,医药,EP000153,2016-02-18,2026-01-05,2026-08-31,160,-0.4712892552,0,0,-47.12892552
002790.SZ,瑞尔特,1,0,福建,EP000003,2016-03-08,2026-01-05,2026-08-31,160,-0.2406436336,0,0,-24.06436336
002795.SZ,永和智控,0,1,股权转让,EP000210,2016-04-28,2026-01-05,2026-08-31,160,0.1476176546,0,0,14.76176546
002796.SZ,世嘉科技,1,1,光模块,EP000224,2016-05-10,2026-01-05,2026-08-31,160,0.1045835400,0,0,10.458354
002800.SZ,天顺股份,0,1,一带一路,EP000171,2016-05-30,2026-01-05,2026-08-31,160,0.0019071964,0,0,0.19071964
002805.SZ,丰元股份,1,1,固态电池;锂电池,EP000022;EP000569,2016-07-07,2026-01-05,2026-08-31,160,0.0575280916,0,0,5.75280916
002815.SZ,崇达技术,1,1,通信,EP000646,2016-10-12,2026-01-05,2026-08-31,160,0.0880217764,0,0,8.80217764
002821.SZ,凯莱英,1,0,医药,EP000613,2016-11-18,2026-01-05,2026-08-31,160,0.7540009858,0,0,75.40009858
002824.SZ,和胜股份,1,1,消费电子;锂电池,EP000430;EP000574,2017-01-12,2026-01-05,2026-08-31,160,0.3758054840,0,0,37.5805484
002827.SZ,高争民爆,1,0,实控人变更,EP000699,2016-12-09,2026-01-05,2026-08-31,160,0.5479742707,0,0,54.79742707
002830.SZ,名雕股份,1,1,AI应用;人工智能;地产链,EP000225;EP000269;EP000274;EP000589,2016-12-13,2026-01-05,2026-08-31,160,0.1377368849,0,0,13.77368849
002842.SZ,翔鹭钨业,1,1,有色金属,EP000291;EP000734,2017-01-19,2026-01-05,2026-08-31,160,1.6995615087,0,0,169.95615087
002851.SZ,麦格米特,0,1,电源,EP000581,2017-03-06,2026-01-05,2026-08-31,160,0.4503236436,0,0,45.03236436
002855.SZ,捷荣技术,0,1,消费电子,EP000782;EP000792,2017-03-21,2026-01-05,2026-08-31,160,-0.0170839158,0,0,-1.70839158
002865.SZ,钧达股份,1,1,光伏,EP000151;EP000192;EP000314;EP000480,2017-04-25,2026-01-05,2026-08-31,160,-0.2721132933,0,0,-27.21132933
002871.SZ,伟隆股份,1,0,算力,EP000539;EP000544,2017-05-11,2026-01-05,2026-08-31,160,0.0484331611,0,0,4.84331611
002875.SZ,安奈儿,0,1,服装家纺,EP000791,2017-06-01,2026-01-05,2026-08-31,160,-0.1250003150,0,0,-12.5000315
002879.SZ,长缆科技,1,1,智能电网,EP000684,2017-07-07,2026-01-05,2026-08-31,160,-0.0936637614,0,0,-9.36637614
002885.SZ,京泉华,1,0,智能电网,EP000019,2017-06-27,2026-01-05,2026-08-31,160,0.1155881898,0,0,11.55881898
002886.SZ,沃特股份,1,1,化工,EP000788,2017-06-27,2026-01-05,2026-08-31,160,0.3404295912,0,0,34.04295912
002896.SZ,中大力德,1,0,机器人概念,EP000366,2017-08-29,2026-01-05,2026-08-31,160,-0.2727686398,0,0,-27.27686398
002900.SZ,哈三联,1,1,医药,EP000678;EP000690,2017-09-22,2026-01-05,2026-08-31,160,0.0216725043,0,0,2.16725043
002903.SZ,宇环数控,0,1,消费电子,EP000341,2017-10-13,2026-01-05,2026-08-31,160,0.3847882100,0,0,38.478821
002909.SZ,集泰股份,0,1,算力,EP000170,2017-10-26,2026-01-05,2026-08-31,160,-0.1160022899,0,0,-11.60022899
002910.SZ,庄园牧场,0,1,食品饮料,EP000142,2017-10-31,2026-01-05,2026-08-31,160,-0.0819040039,0,0,-8.19040039
002915.SZ,中欣氟材,1,0,化工,EP000481,2017-12-05,2026-01-05,2026-08-31,160,-0.2293831447,0,0,-22.93831447
002923.SZ,润都股份,1,0,医药,EP000466,2018-01-05,2026-01-05,2026-08-31,160,-0.0880622078,0,0,-8.80622078
002927.SZ,泰永长征,1,1,智能电网,EP000136;EP000529;EP000579,2018-02-23,2026-01-05,2026-08-31,160,-0.1733125146,0,0,-17.33125146
002931.SZ,锋龙股份,1,1,机器人概念,EP000172;EP000226,2018-04-03,2026-01-05,2026-08-31,148,0.4625339595,0,0,46.25339595
002940.SZ,昂利康,1,0,医药,EP000511,2018-10-23,2026-01-05,2026-08-31,160,-0.2532312787,0,0,-25.32312787
002943.SZ,宇晶股份,1,0,光伏,EP000240;EP000264,2018-11-29,2026-01-05,2026-08-31,160,0.1901274730,0,0,19.0127473
002949.SZ,华阳国际,1,1,AI应用,EP000787,2019-02-26,2026-01-05,2026-08-31,160,-0.1131460799,0,0,-11.31460799
002951.SZ,金时科技,0,1,元器件,EP000689;EP000749,2019-03-15,2026-01-05,2026-08-31,160,0.0570448412,0,0,5.70448412
002952.SZ,亚世光电,1,1,面板,EP000330,2019-03-28,2026-01-05,2026-08-31,160,0.0936729711,0,0,9.36729711
002963.SZ,豪尔赛,0,1,旅游,EP000777,2019-10-28,2026-01-05,2026-08-31,160,0.3360247209,0,0,33.60247209
002969.SZ,嘉美包装,0,1,实控人变更,EP000160;EP000212;EP000349,2019-12-02,2026-01-05,2026-08-31,148,-0.0134292963,0,0,-1.34292963
002976.SZ,瑞玛精密,0,1,汽车零部件,EP000105,2020-03-06,2026-01-05,2026-08-31,160,0.1817936068,0,0,18.17936068
002980.SZ,华盛昌,1,1,并购重组;通信,EP000323;EP000447;EP000506,2020-04-15,2026-01-05,2026-08-31,160,3.8077831344,0,0,380.77831344
002995.SZ,天地在线,1,1,AI应用;人工智能,EP000254;EP000528,2020-08-05,2026-01-05,2026-08-31,160,0.0847494165,0,0,8.47494165
003001.SZ,中岩大地,1,1,基础建设;并购重组;核电,EP000653;EP000667;EP000715,2020-10-13,2026-01-05,2026-08-31,160,-0.1954204311,0,0,-19.54204311
003009.SZ,中天火箭,0,1,商业航天,EP000545,2020-09-25,2026-01-05,2026-08-31,160,-0.3964881946,0,0,-39.64881946
003018.SZ,金富科技,1,1,包装印刷;算力;通信,EP000055;EP000091;EP000778,2020-11-06,2026-01-05,2026-08-31,160,2.4076919233,0,0,240.76919233
003020.SZ,立方制药,1,0,医药,EP000647,2020-12-15,2026-01-05,2026-08-31,160,-0.1549958160,0,0,-15.4995816
003021.SZ,兆威机电,0,1,机器人概念,EP000340,2020-12-04,2026-01-05,2026-08-31,160,-0.3930362043,0,0,-39.30362043
003031.SZ,中瓷电子,0,1,通信,EP000249,2021-01-04,2026-01-05,2026-08-31,160,0.7479702222,0,0,74.79702222
003032.SZ,传智教育,1,1,AI应用,EP000698,2021-01-12,2026-01-05,2026-08-31,159,0.7189879425,0,0,71.89879425
003036.SZ,泰坦股份,1,0,通信,EP000465,2021-01-28,2026-01-05,2026-08-31,160,2.8545643093,0,0,285.45643093
003040.SZ,楚天龙,1,1,金融概念,EP000783,2021-03-22,2026-01-05,2026-08-31,160,-0.1386182459,0,0,-13.86182459
003041.SZ,真爱美家,0,1,实控人变更,EP000073,2021-04-06,2026-01-05,2026-08-31,156,-0.2659650321,0,0,-26.59650321
003042.SZ,中农联合,1,1,农业,EP000250;EP000385,2021-04-06,2026-01-05,2026-08-31,160,-0.1014921600,0,0,-10.149216
300042.SZ,朗科科技,1,1,存储,EP000360,2010-01-08,2026-01-05,2026-08-31,160,0.5761161291,0,0,57.61161291
300067.SZ,安诺其,0,1,并购重组,EP000458,2010-04-21,2026-01-05,2026-08-31,151,0.1199965996,0,0,11.99965996
300069.SZ,金利华电,0,1,商业航天;并购重组,EP000516;EP000761,2010-04-21,2026-01-05,2026-08-31,150,0.5368059595,0,0,53.68059595
300071.SZ,福石控股,0,1,AIGC;AI应用,EP000006;EP000630,2010-04-21,2026-01-05,2026-08-31,160,-0.3568107276,0,0,-35.68107276
300102.SZ,乾照光电,0,1,商业航天,EP000036,2010-08-12,2026-01-05,2026-08-31,160,-0.3392918963,0,0,-33.92918963
300118.SZ,东方日升,0,1,光伏,EP000140,2010-09-02,2026-01-05,2026-08-31,160,-0.3410649585,0,0,-34.10649585
300157.SZ,新锦动力,0,1,石油石化,EP000302,2011-01-07,2026-01-05,2026-08-31,160,-0.0859063594,0,0,-8.59063594
300162.SZ,雷曼光电,0,1,玻璃基板,EP000549,2011-01-13,2026-01-05,2026-08-31,160,-0.0344338726,0,0,-3.44338726
300164.SZ,通源石油,0,1,石油石化,EP000656,2011-01-13,2026-01-05,2026-08-31,160,0.9420245704,0,0,94.20245704
300165.SZ,天瑞仪器,0,1,锂电池,EP000413,2011-01-25,2026-01-05,2026-08-31,159,0.1496881354,0,0,14.96881354
300169.SZ,天晟新材,0,1,化工,EP000702,2011-01-25,2026-01-05,2026-08-31,155,-0.0560014968,0,0,-5.60014968
300179.SZ,四方达,0,1,金刚石概念,EP000049,2011-02-15,2026-01-05,2026-08-31,160,1.4768549204,0,0,147.68549204
300197.SZ,节能铁汉,1,1,并购重组,EP000542;EP000552,2011-03-29,2026-01-05,2026-08-31,160,0.1525366833,0,0,15.25366833
300250.SZ,初灵信息,0,1,摩尔线程概念,EP000117,2011-08-03,2026-01-05,2026-08-31,160,-0.3445723572,0,0,-34.45723572
300264.SZ,佳创视讯,0,1,文化传媒,EP000560,2011-09-16,2026-01-05,2026-08-31,160,-0.0342792378,0,0,-3.42792378
300275.SZ,梅安森,0,1,智慧矿山,EP000523,2011-11-02,2026-01-05,2026-08-31,160,-0.3067122988,0,0,-30.67122988
300283.SZ,温州宏丰,1,0,锂电池,EP000462,2012-01-10,2026-01-05,2026-08-31,160,0.8163826498,0,0,81.63826498
300317.SZ,珈伟新能,0,1,光伏,EP000314,2012-05-11,2026-01-05,2026-08-31,160,0.0755215801,0,0,7.55215801
300332.SZ,天壕能源,0,1,天然气,EP000361,2012-06-28,2026-01-05,2026-08-31,151,-0.0344870732,0,0,-3.44870732
300377.SZ,赢时胜,0,1,金融概念,EP000123,2014-01-27,2026-01-05,2026-08-31,160,-0.3290475159,0,0,-32.90475159
300427.SZ,红相股份,0,1,军工,EP000066,2015-02-17,2026-01-05,2026-08-31,160,-0.4759184035,0,0,-47.59184035
300480.SZ,光力科技,0,1,芯片,EP000289,2015-07-02,2026-01-05,2026-08-31,160,0.8802945625,0,0,88.02945625
300497.SZ,富祥药业,0,1,锂电池,EP000376,2015-12-22,2026-01-05,2026-08-31,160,0.1402922381,0,0,14.02922381
300509.SZ,新美星,0,1,机器人概念,EP000098,2016-04-25,2026-01-05,2026-08-31,160,-0.2621745042,0,0,-26.21745042
300518.SZ,新迅达,0,1,锂电池,EP000619,2016-06-24,2026-01-05,2026-08-31,160,0.4571409728,0,0,45.71409728
300552.SZ,万集科技,0,1,无人驾驶,EP000721,2016-10-21,2026-01-05,2026-08-31,160,-0.2816195818,0,0,-28.16195818
300561.SZ,汇金科技,0,1,金融概念,EP000595,2016-11-17,2026-01-05,2026-08-31,159,0.1337717043,0,0,13.37717043
300588.SZ,熙菱信息,0,1,AI应用,EP000572,2017-01-05,2026-01-05,2026-08-31,160,-0.1485173629,0,0,-14.85173629
300593.SZ,新雷能,0,1,电源,EP000558,2017-01-13,2026-01-05,2026-08-31,160,0.0188162659,0,0,1.88162659
300598.SZ,诚迈科技,0,1,操作系统,EP000759,2017-01-20,2026-01-05,2026-08-31,160,-0.2564725720,0,0,-25.6472572
300599.SZ,雄塑科技,0,1,基础建设,EP000188,2017-01-23,2026-01-05,2026-08-31,160,0.4364749663,0,0,43.64749663
300608.SZ,思特奇,1,0,算力,EP000406,2017-02-13,2026-01-05,2026-08-31,160,-0.0803921300,0,0,-8.039213
300615.SZ,欣天科技,0,1,实控人变更,EP000699,2017-02-15,2026-01-05,2026-08-31,155,0.1318982832,0,0,13.18982832
300616.SZ,尚品宅配,0,1,AI应用,EP000487,2017-03-07,2026-01-05,2026-08-31,160,-0.2195897902,0,0,-21.95897902
300626.SZ,华瑞股份,1,1,机器人概念,EP000405,2017-03-20,2026-01-05,2026-08-31,160,0.7387503464,0,0,73.87503464
300639.SZ,凯普生物,0,1,病毒防治,EP000245,2017-04-12,2026-01-05,2026-08-31,160,0.1003721255,0,0,10.03721255
300649.SZ,杭州园林,0,1,股权转让,EP000540,2017-05-05,2026-01-05,2026-08-31,160,0.7902151280,0,0,79.0215128
300651.SZ,金陵体育,0,1,体育产业,EP000408,2017-05-09,2026-01-05,2026-08-31,160,-0.1536264995,0,0,-15.36264995
300659.SZ,中孚信息,0,1,华为概念,EP000068,2017-05-26,2026-01-05,2026-08-31,160,-0.3190089832,0,0,-31.90089832
300684.SZ,中石科技,0,1,股权转让,EP000755,2017-12-27,2026-01-05,2026-08-31,160,0.9424707635,0,0,94.24707635
300719.SZ,安达维尔,0,1,军工,EP000295,2017-11-09,2026-01-05,2026-08-31,160,-0.3175015226,0,0,-31.75015226
300731.SZ,科创新源,0,1,算力,EP000259,2017-12-08,2026-01-05,2026-08-31,160,0.1831980163,0,0,18.31980163
300736.SZ,百邦科技,0,1,实控人变更,EP000442,2018-01-09,2026-01-05,2026-08-31,158,0.9471346182,0,0,94.71346182
300785.SZ,值得买,0,1,阿里系AI,EP000059,2019-07-15,2026-01-05,2026-08-31,160,-0.2002564117,0,0,-20.02564117
300814.SZ,中富电路,0,1,通信,EP000080,2021-08-12,2026-01-05,2026-08-31,160,0.8507066319,0,0,85.07066319
300827.SZ,上能电气,0,1,储能,EP000362,2020-04-10,2026-01-05,2026-08-31,160,-0.2696565501,0,0,-26.96565501
300839.SZ,博汇股份,1,1,石油石化;算力,EP000404;EP000770,2020-06-30,2026-01-05,2026-08-31,160,0.0656117823,0,0,6.56117823
300871.SZ,回盛生物,0,1,医药,EP000242,2020-08-24,2026-01-05,2026-08-31,160,0.1114692341,0,0,11.14692341
300894.SZ,火星人,0,1,家电,EP000563,2020-12-31,2026-01-05,2026-08-31,160,-0.0534341867,0,0,-5.34341867
300905.SZ,宝丽迪,1,1,化工,EP000441,2020-11-05,2026-01-05,2026-08-31,160,0.1722327912,0,0,17.22327912
300931.SZ,通用电梯,0,1,地产链,EP000578,2021-01-21,2026-01-05,2026-08-31,160,0.4290889998,0,0,42.90889998
300959.SZ,线上线下,0,1,实控人变更,EP000046,2021-03-22,2026-01-05,2026-08-31,160,0.0341066515,0,0,3.41066515
300981.SZ,中红医疗,0,1,医疗器械,EP000348,2021-04-27,2026-01-05,2026-08-31,160,0.2461687323,0,0,24.61687323
300985.SZ,致远新能,0,1,氢能源,EP000271,2021-04-29,2026-01-05,2026-08-31,160,1.1144452184,0,0,111.44452184
300986.SZ,志特新材,0,1,人工智能,EP000183,2021-04-30,2026-01-05,2026-08-31,157,0.5587515512,0,0,55.87515512
300997.SZ,欢乐家,1,0,食品饮料,EP000044,2021-06-02,2026-01-05,2026-08-31,160,-0.3537247325,0,0,-35.37247325
301008.SZ,宏昌科技,1,1,两轮车,EP000390,2021-06-11,2026-01-05,2026-08-31,160,0.1942105369,0,0,19.42105369
301016.SZ,雷尔伟,0,1,轨道交通,EP000198,2021-06-30,2026-01-05,2026-08-31,160,-0.1539841946,0,0,-15.39841946
301043.SZ,绿岛风,0,1,洁净室,EP000217,2021-08-11,2026-01-05,2026-08-31,160,-0.3188998924,0,0,-31.88998924
301085.SZ,亚康股份,0,1,算力,EP000693,2021-10-18,2026-01-05,2026-08-31,160,0.1590852928,0,0,15.90852928
301123.SZ,奕东电子,0,1,液冷,EP000146;EP000164,2022-01-25,2026-01-05,2026-08-31,160,0.0909429563,0,0,9.09429563
301149.SZ,隆华新材,0,1,服装家纺,EP000241,2021-11-10,2026-01-05,2026-08-31,160,0.0544809094,0,0,5.44809094
301152.SZ,天力锂能,0,1,锂电池,EP000774,2022-08-29,2026-01-05,2026-08-31,160,-0.2454225338,0,0,-24.54225338
301196.SZ,唯科科技,0,1,机器人概念,EP000366,2022-01-11,2026-01-05,2026-08-31,160,0.5566453851,0,0,55.66453851
301213.SZ,观想科技,0,1,军工,EP000316,2021-12-06,2026-01-07,2026-08-31,158,-0.1654357369,0,0,-16.54357369
301232.SZ,飞沃科技,0,1,商业航天,EP000417,2023-06-15,2026-01-05,2026-08-31,160,-0.1206801669,0,0,-12.06801669
301255.SZ,通力科技,0,1,机器人概念,EP000395,2022-12-27,2026-01-05,2026-08-31,160,-0.2979472762,0,0,-29.79472762
301256.SZ,华融化学,0,1,光刻胶,EP000107,2022-03-22,2026-01-05,2026-08-31,160,-0.2436296389,0,0,-24.36296389
301313.SZ,凡拓数创,0,1,物理AI,EP000504,2022-09-30,2026-01-05,2026-08-31,160,0.3070570191,0,0,30.70570191
301317.SZ,鑫磊股份,0,1,液冷,EP000637,2023-01-19,2026-01-05,2026-08-31,160,0.5043331233,0,0,50.43331233
301357.SZ,北方长龙,0,1,军工,EP000729,2023-04-18,2026-01-05,2026-08-31,160,-0.3682075641,0,0,-36.82075641
301362.SZ,民爆光电,1,0,并购重组,EP000270,2023-08-04,2026-01-05,2026-08-31,150,2.8390653941,0,0,283.90653941
301392.SZ,汇成真空,0,1,芯片,EP000401,2024-06-05,2026-01-05,2026-08-31,160,0.4656796079,0,0,46.56796079
301396.SZ,宏景科技,0,1,算力,EP000218,2022-11-11,2026-01-05,2026-08-31,160,2.8909518350,0,0,289.0951835
301428.SZ,世纪恒通,0,1,AI应用;人工智能,EP000359;EP000555,2023-05-19,2026-01-05,2026-08-31,160,-0.1443031710,0,0,-14.4303171
301468.SZ,博盈特焊,0,1,燃气轮机,EP000543,2023-07-24,2026-01-05,2026-08-31,160,-0.1751640974,0,0,-17.51640974
301486.SZ,致尚科技,1,0,通信,EP000122,2023-07-07,2026-01-05,2026-08-31,160,0.4421625551,0,0,44.21625551
301526.SZ,国际复材,0,1,通信,EP000695,2023-12-26,2026-01-05,2026-08-31,160,3.4304716027,0,0,343.04716027
301529.SZ,福赛科技,0,1,汽车零部件,EP000227,2023-09-11,2026-01-05,2026-08-31,160,0.4090839642,0,0,40.90839642
301580.SZ,爱迪特,0,1,医疗器械;非金属材料,EP000562;EP000676,2024-06-26,2026-01-05,2026-08-31,160,0.7718799783,0,0,77.18799783
301587.SZ,中瑞股份,0,1,锂电池,EP000687,2024-04-08,2026-01-05,2026-08-31,160,-0.0688025558,0,0,-6.88025558
301591.SZ,肯特股份,0,1,PTFE,EP000785,2024-02-28,2026-01-05,2026-08-31,160,0.7848387549,0,0,78.48387549
600010.SH,包钢股份,0,1,稀土永磁,EP000306,2001-03-09,2026-01-05,2026-08-31,160,-0.0546213885,0,0,-5.46213885
600026.SH,中远海能,0,1,航运,EP000304,2002-05-23,2026-01-05,2026-08-31,160,0.6884977501,0,0,68.84977501
600058.SH,五矿发展,1,0,并购重组,EP000213,1997-05-28,2026-01-15,2026-08-31,152,-0.1399974340,0,0,-13.9997434
600084.SH,中信尼雅,1,0,酿酒,EP000257,1997-07-11,2026-01-05,2026-08-31,159,-0.1923808843,0,0,-19.23808843
600094.SH,大名城,1,1,算力,EP000644,1997-07-03,2026-01-05,2026-08-31,160,-0.0576923154,0,0,-5.76923154
600108.SH,亚盛集团,0,1,农业,EP000325;EP000332;EP000344,1997-08-18,2026-01-05,2026-08-31,160,0.1746056003,0,0,17.46056003
600113.SH,浙江东日,0,1,零售,EP000615,1997-10-21,2026-01-05,2026-08-31,160,-0.5228053783,0,0,-52.28053783
600121.SH,郑州煤电,0,1,煤炭,EP000345,1998-01-07,2026-01-05,2026-08-31,160,0.1774608674,0,0,17.74608674
600127.SH,金健米业,1,1,农业,EP000751,1998-05-06,2026-01-05,2026-08-31,160,0.7916648083,0,0,79.16648083
600130.SH,波导股份,0,1,ST摘帽,EP000479,2000-07-06,2026-01-05,2026-08-31,159,0.0692141345,0,0,6.92141345
600135.SH,乐凯胶片,0,1,国有企业,EP000207,1998-01-22,2026-01-05,2026-08-31,160,-0.2674419783,0,0,-26.74419783
600151.SH,航天机电,0,1,商业航天,EP000086,1998-06-05,2026-01-05,2026-08-31,160,-0.4301990388,0,0,-43.01990388
600152.SH,维科技术,0,1,钠电池,EP000451,1998-06-09,2026-01-05,2026-08-31,160,0.1465767565,0,0,14.65767565
600162.SH,香江控股,1,1,地产链;房地产;算力,EP000522;EP000541;EP000590;EP000712,1998-06-09,2026-01-05,2026-08-31,160,1.6864771744,0,0,168.64771744
600167.SH,联美控股,1,0,摩尔线程概念,EP000117,1999-01-28,2026-01-05,2026-08-31,160,-0.1855882554,0,0,-18.55882554
600172.SH,黄河旋风,0,1,金刚石概念,EP000531;EP000594,1998-11-26,2026-01-05,2026-08-31,160,1.5323979497,0,0,153.23979497
600183.SH,生益科技,1,1,新材料概念,EP000527,1998-10-28,2026-01-05,2026-08-31,160,1.1601698492,0,0,116.01698492
600188.SH,兖矿能源,1,0,煤炭,EP000273,1998-07-01,2026-01-05,2026-08-31,160,0.8225185454,0,0,82.25185454
600195.SH,中牧股份,0,1,农业,EP000410,1999-01-07,2026-01-05,2026-08-31,160,-0.1252432781,0,0,-12.52432781
600226.SH,亨通股份,0,1,农业,EP000347,1999-11-16,2026-01-05,2026-08-31,160,0.1707253473,0,0,17.07253473
600227.SH,赤天化,0,1,化工,EP000666,2000-02-21,2026-01-05,2026-08-31,160,1.1176360114,0,0,111.76360114
600229.SH,城市传媒,0,1,文化传媒,EP000568,2000-03-09,2026-01-05,2026-08-31,160,-0.1687680487,0,0,-16.87680487
600236.SH,桂冠电力,1,0,电力,EP000327,2000-03-23,2026-01-05,2026-08-31,160,0.2876075697,0,0,28.76075697
600250.SH,南京商旅,1,0,文创产品,EP000155,2001-03-06,2026-01-05,2026-08-31,160,-0.1190191247,0,0,-11.90191247
600258.SH,首旅酒店,0,1,旅游,EP000040,2000-06-01,2026-01-05,2026-08-31,160,-0.2726115395,0,0,-27.26115395
600259.SH,中稀有色,0,1,稀土永磁,EP000319,2000-05-25,2026-01-05,2026-08-31,160,0.4902825625,0,0,49.02825625
600288.SH,大恒科技,1,1,物理AI,EP000641,2000-11-29,2026-01-05,2026-08-31,160,-0.2409715429,0,0,-24.09715429
600293.SH,三峡新材,1,1,玻璃,EP000548,2000-09-19,2026-01-05,2026-08-31,160,-0.0507921770,0,0,-5.0792177
600302.SH,标准股份,1,0,实控人变更,EP000229,2000-12-13,2026-01-05,2026-08-31,159,-0.3841761211,0,0,-38.41761211
600303.SH,曙光股份,0,1,汽车零部件,EP000546,2000-12-26,2026-01-05,2026-08-31,160,-0.0705522241,0,0,-7.05522241
600307.SH,酒钢宏兴,1,1,核电;钢铁,EP000350;EP000358,2000-12-20,2026-01-05,2026-08-31,160,-0.0909118903,0,0,-9.09118903
600313.SH,农发种业,1,1,农业,EP000258,2001-01-19,2026-01-05,2026-08-31,160,0.1168536450,0,0,11.6853645
600326.SH,西藏天路,1,1,基础建设,EP000732,2001-01-16,2026-01-05,2026-08-31,160,-0.3118774271,0,0,-31.18774271
600337.SH,美克家居,0,1,并购重组,EP000194,2000-11-27,2026-01-05,2026-08-31,159,0.1232915919,0,0,12.32915919
600338.SH,西藏珠峰,1,1,锂电池,EP000462;EP000473,2000-12-27,2026-01-05,2026-08-31,160,-0.0603442422,0,0,-6.03442422
600340.SH,华夏幸福,0,1,地产链,EP000060,2003-12-30,2026-01-05,2026-08-31,159,-0.4977173585,0,0,-49.77173585
600343.SH,航天动力,1,1,商业航天,EP000086;EP000683,2003-04-08,2026-01-05,2026-08-31,160,-0.6250775873,0,0,-62.50775873
600345.SH,长江通信,1,0,通信,EP000260,2000-12-22,2026-01-05,2026-08-31,160,0.4673530541,0,0,46.73530541
600353.SH,旭光电子,1,0,非金属材料,EP000588,2002-11-20,2026-01-05,2026-08-31,160,1.2771453515,0,0,127.71453515
600367.SH,红星发展,0,1,元器件,EP000515,2001-03-20,2026-01-05,2026-08-31,160,1.3514262355,0,0,135.14262355
600370.SH,三房巷,1,1,化工,EP000186,2003-03-06,2026-01-05,2026-08-31,159,-0.3008850135,0,0,-30.08850135
600371.SH,万向德农,0,1,农业,EP000775,2002-09-16,2026-01-05,2026-08-31,160,0.4739164301,0,0,47.39164301
600376.SH,首开股份,0,1,机器人概念,EP000069,2001-03-12,2026-01-05,2026-08-31,160,-0.4705000054,0,0,-47.05000054
600382.SH,广东明珠,1,1,酿酒,EP000276,2001-01-18,2026-01-05,2026-08-31,160,-0.0445283111,0,0,-4.45283111
